user_id,name,city,age_group,account_age_days,kyc_status,registration_date
USR00353,Yashvi Hari,Kolkata,60+,800,Full KYC,2024-04-04
USR00354,Simon Gaba,Lucknow,18-25,297,Minimal KYC,2025-08-20
USR00355,Jalsa Bora,Bhopal,60+,265,Full KYC,2025-09-21
USR00356,Turvi Zachariah,Kolkata,46-60,1787,Minimal KYC,2021-07-22
USR00357,Rajeshri Prabhu,Mumbai,36-45,430,Full KYC,2025-04-09
USR00358,Madhav Ray,Pune,46-60,1356,Full KYC,2022-09-26
USR00359,Gopal Deo,Bhopal,46-60,1282,Full KYC,2022-12-09
USR00360,Sudiksha Bahl,Jaipur,60+,607,Minimal KYC,2024-10-14
USR00361,Gunbir Khurana,Kanpur,60+,132,Full KYC,2026-02-01
USR00362,Niharika Mitter,Indore,26-35,793,Non-KYC,2024-04-11
USR00363,Vasudha Gulati,Ahmedabad,26-35,1359,Full KYC,2022-09-23
USR00364,Aishani Soni,Pune,46-60,827,Full KYC,2024-03-08
USR00365,Anita Behl,Ahmedabad,18-25,464,Non-KYC,2025-03-06
USR00366,Ansh Rout,Kolkata,36-45,1361,Full KYC,2022-09-21
USR00367,Ekavir Kakar,Surat,46-60,1534,Minimal KYC,2022-04-01
USR00368,Anusha Garde,Lucknow,26-35,1049,Full KYC,2023-07-30
USR00369,Chandani Subramanian,Bhopal,46-60,1159,Minimal KYC,2023-04-11
USR00370,Aradhana Bajaj,Indore,26-35,162,Minimal KYC,2026-01-02
USR00371,Ayaan Dubey,Nagpur,60+,167,Non-KYC,2025-12-28
USR00372,Anika Sabharwal,Mumbai,46-60,1383,Minimal KYC,2022-08-30
USR00373,Leena Kibe,Nagpur,60+,1013,Full KYC,2023-09-04
USR00374,Lipika Anne,Surat,18-25,82,Full KYC,2026-03-23
USR00375,Om Biswas,Delhi,46-60,155,Full KYC,2026-01-09
USR00376,Tanveer Murty,Bangalore,46-60,1805,Full KYC,2021-07-04
USR00377,Sanaya Sha,Bangalore,18-25,140,Full KYC,2026-01-24
USR00378,Barkha Parsa,Pune,46-60,1236,Full KYC,2023-01-24
USR00379,Amrita Sura,Chennai,26-35,1427,Minimal KYC,2022-07-17
USR00380,Gaurang Savant,Ahmedabad,36-45,929,Full KYC,2023-11-27
USR00381,Nandini Choudhury,Chennai,46-60,1749,Full KYC,2021-08-29
USR00382,Bhavika Sathe,Pune,46-60,1248,Full KYC,2023-01-12
USR00383,George Kar,Pune,18-25,701,Full KYC,2024-07-12
USR00384,Reyansh Acharya,Ahmedabad,18-25,663,Full KYC,2024-08-19
USR00385,Arya Nadig,Lucknow,60+,1058,Full KYC,2023-07-21
USR00386,Sara More,Mumbai,36-45,711,Full KYC,2024-07-02
USR00387,Ishwar Dash,Hyderabad,18-25,1458,Full KYC,2022-06-16
USR00388,Chakrika Patla,Kanpur,18-25,674,Full KYC,2024-08-08
USR00389,Triveni Mangal,Kanpur,18-25,375,Minimal KYC,2025-06-03
USR00390,Tamanna Khatri,Hyderabad,26-35,1131,Full KYC,2023-05-09
USR00391,Mahika Sane,Bhopal,18-25,1126,Full KYC,2023-05-14
USR00392,Unnati Wali,Nagpur,26-35,76,Full KYC,2026-03-29
USR00393,Bina Pal,Hyderabad,26-35,268,Full KYC,2025-09-18
USR00394,Jacob Sundaram,Ahmedabad,18-25,136,Non-KYC,2026-01-28
USR00395,Xavier Dua,Nagpur,26-35,1626,Full KYC,2021-12-30
USR00396,Chasmum Nori,Ahmedabad,36-45,833,Minimal KYC,2024-03-02
USR00397,Neha Sarraf,Kanpur,36-45,654,Full KYC,2024-08-28
USR00398,Ikshita Deol,Bangalore,60+,1745,Full KYC,2021-09-02
USR00399,Kalpit Dhingra,Nagpur,18-25,668,Non-KYC,2024-08-14
USR00400,Samarth Vyas,Kanpur,26-35,555,Full KYC,2024-12-05
USR00401,Kalpit Lanka,Pune,18-25,107,Full KYC,2026-02-26
USR00402,Chandani Nair,Nagpur,18-25,394,Full KYC,2025-05-15
USR00403,Nathan Nanda,Indore,36-45,728,Full KYC,2024-06-15
USR00404,Kala Bose,Nagpur,46-60,1060,Minimal KYC,2023-07-19
USR00405,Chatresh Naik,Kolkata,26-35,948,Full KYC,2023-11-08
USR00406,Oeshi Vig,Delhi,60+,1804,Full KYC,2021-07-05
USR00407,Matthew Saran,Lucknow,26-35,1327,Full KYC,2022-10-25
USR00408,Baghyawati Menon,Delhi,36-45,768,Full KYC,2024-05-06
USR00409,Jackson Bhatia,Bhopal,60+,1245,Full KYC,2023-01-15
USR00410,Aadi Parekh,Kanpur,18-25,514,Full KYC,2025-01-15
USR00411,Amaira Wali,Kanpur,60+,1092,Full KYC,2023-06-17
USR00412,Harinakshi Khurana,Kanpur,18-25,1284,Full KYC,2022-12-07
USR00413,Naksh Master,Chennai,60+,155,Full KYC,2026-01-09
USR00414,Charita Vig,Kolkata,36-45,174,Full KYC,2025-12-21
USR00415,Faqid Dewan,Delhi,60+,54,Minimal KYC,2026-04-20
USR00416,Ekansh Dube,Surat,36-45,96,Full KYC,2026-03-09
USR00417,Ekiya Doctor,Mumbai,46-60,1199,Full KYC,2023-03-02
USR00418,Michael Khosla,Bhopal,46-60,140,Minimal KYC,2026-01-24
USR00419,Zehaan Brar,Delhi,46-60,652,Minimal KYC,2024-08-30
USR00420,Brinda Rege,Chennai,46-60,1422,Full KYC,2022-07-22
USR00421,Yash Hari,Lucknow,26-35,1607,Full KYC,2022-01-18
USR00422,Chavvi Chaudhary,Kolkata,26-35,1571,Minimal KYC,2022-02-23
USR00423,Aachal Kara,Lucknow,60+,1373,Full KYC,2022-09-09
USR00424,Brinda Swamy,Surat,36-45,344,Non-KYC,2025-07-04
USR00425,Harinakshi Om,Nagpur,60+,1794,Non-KYC,2021-07-15
USR00426,Gunbir Hans,Kanpur,46-60,1490,Full KYC,2022-05-15
USR00427,Tejas Sachdeva,Ahmedabad,46-60,1763,Full KYC,2021-08-15
USR00428,Pahal Sundaram,Bhopal,60+,653,Full KYC,2024-08-29
USR00429,Yadavi Patel,Pune,36-45,872,Full KYC,2024-01-23
USR00430,Ekta Dada,Bhopal,26-35,379,Full KYC,2025-05-30
USR00431,Theodore Sood,Bhopal,18-25,852,Minimal KYC,2024-02-12
USR00432,Girik Dave,Pune,46-60,928,Full KYC,2023-11-28
USR00433,Leela Acharya,Hyderabad,46-60,1093,Minimal KYC,2023-06-16
USR00434,Frederick Mani,Nagpur,60+,949,Full KYC,2023-11-07
USR00435,Forum Majumdar,Surat,46-60,1375,Full KYC,2022-09-07
USR00436,Pushti Sarna,Chennai,18-25,104,Minimal KYC,2026-03-01
USR00437,Shaurya Joshi,Ahmedabad,36-45,675,Non-KYC,2024-08-07
USR00438,Timothy Chacko,Bangalore,46-60,1659,Full KYC,2021-11-27
USR00439,Theodore Walla,Hyderabad,36-45,976,Minimal KYC,2023-10-11
USR00440,Onveer Grewal,Kanpur,36-45,223,Full KYC,2025-11-02
USR00441,Indali Batra,Chennai,36-45,1445,Full KYC,2022-06-29
USR00442,Yamini Kala,Indore,60+,202,Minimal KYC,2025-11-23
USR00443,Lekha Gupta,Lucknow,36-45,355,Non-KYC,2025-06-23
USR00444,Bhavika Nadig,Jaipur,18-25,865,Full KYC,2024-01-30
USR00445,Damyanti Parikh,Jaipur,26-35,254,Minimal KYC,2025-10-02
USR00446,Henry Babu,Delhi,26-35,169,Full KYC,2025-12-26
USR00447,Panini Contractor,Lucknow,46-60,119,Minimal KYC,2026-02-14
USR00448,Yatan Gour,Ahmedabad,60+,1603,Full KYC,2022-01-22
USR00449,Mugdha Sarraf,Kanpur,26-35,168,Non-KYC,2025-12-27
USR00450,Parth Om,Lucknow,46-60,874,Full KYC,2024-01-21
USR00451,Jalsa Choudhary,Surat,46-60,1726,Full KYC,2021-09-21
USR00452,Tarak Gour,Ahmedabad,18-25,39,Full KYC,2026-05-05
USR00453,Sara Brahmbhatt,Delhi,36-45,1703,Non-KYC,2021-10-14
USR00454,Maya Wagle,Hyderabad,46-60,42,Minimal KYC,2026-05-02
USR00455,Maanav Mann,Lucknow,26-35,1649,Full KYC,2021-12-07
USR00456,Jalsa Hayer,Pune,60+,1666,Full KYC,2021-11-20
USR00457,Yadavi Mishra,Chennai,46-60,806,Full KYC,2024-03-29
USR00458,Azad Baria,Jaipur,60+,1603,Full KYC,2022-01-22
USR00459,Gaurang Chaudhary,Chennai,46-60,1659,Full KYC,2021-11-27
USR00460,Nitesh Chandran,Lucknow,60+,1634,Minimal KYC,2021-12-22
USR00461,Nathaniel Puri,Chennai,36-45,265,Full KYC,2025-09-21
USR00462,Mason Khosla,Lucknow,46-60,405,Non-KYC,2025-05-04
USR00463,Alexander Choudhary,Pune,36-45,617,Full KYC,2024-10-04
USR00464,Upadhriti Chaudhuri,Pune,26-35,542,Minimal KYC,2024-12-18
USR00465,Rohan Gera,Delhi,26-35,947,Full KYC,2023-11-09
USR00466,Kritika Murthy,Chennai,18-25,1402,Full KYC,2022-08-11
USR00467,Frederick Memon,Lucknow,60+,902,Minimal KYC,2023-12-24
USR00468,Odika Pillay,Kanpur,26-35,827,Minimal KYC,2024-03-08
USR00469,Chaman Roy,Hyderabad,26-35,1218,Minimal KYC,2023-02-11
USR00470,Abhiram Dutt,Lucknow,46-60,1432,Full KYC,2022-07-12
USR00471,Jack Kadakia,Pune,60+,603,Full KYC,2024-10-18
USR00472,Farhan Pal,Kanpur,60+,1802,Full KYC,2021-07-07
USR00473,Michael Chander,Nagpur,36-45,431,Minimal KYC,2025-04-08
USR00474,Vrinda Arya,Delhi,26-35,1348,Minimal KYC,2022-10-04
USR00475,Damyanti Gade,Pune,26-35,829,Full KYC,2024-03-06
USR00476,Qadim Chaudhari,Chennai,26-35,451,Full KYC,2025-03-19
USR00477,Saanvi Bhattacharyya,Pune,18-25,604,Full KYC,2024-10-17
USR00478,Samaksh Chakraborty,Lucknow,60+,694,Full KYC,2024-07-19
USR00479,Lohit Kara,Bangalore,36-45,1036,Full KYC,2023-08-12
USR00480,Yagnesh Goswami,Mumbai,18-25,850,Non-KYC,2024-02-14
USR00481,Sai Nagy,Jaipur,36-45,1092,Full KYC,2023-06-17
USR00482,Faris Dasgupta,Lucknow,26-35,1699,Full KYC,2021-10-18
USR00483,Samesh Shankar,Surat,46-60,1232,Full KYC,2023-01-28
USR00484,Panini Subramaniam,Delhi,18-25,1501,Full KYC,2022-05-04
USR00485,Rehaan Chaudhari,Nagpur,36-45,1676,Full KYC,2021-11-10
USR00486,Atharv Ramaswamy,Ahmedabad,46-60,507,Minimal KYC,2025-01-22
USR00487,Vedant Char,Ahmedabad,36-45,449,Non-KYC,2025-03-21
USR00488,Chaitanya Shenoy,Bangalore,18-25,1494,Full KYC,2022-05-11
USR00489,Gunbir Balan,Pune,46-60,1026,Minimal KYC,2023-08-22
USR00490,Charvi Tank,Delhi,18-25,318,Full KYC,2025-07-30
USR00491,Pavani Choudhry,Kolkata,46-60,627,Minimal KYC,2024-09-24
USR00492,Advay Ghose,Delhi,60+,546,Minimal KYC,2024-12-14
USR00493,Agastya Kapoor,Surat,18-25,894,Full KYC,2024-01-01
USR00494,Gaurangi Goel,Bangalore,26-35,1212,Full KYC,2023-02-17
USR00495,Rajata Sharaf,Kanpur,60+,245,Full KYC,2025-10-11
USR00496,Rayaan Kapoor,Pune,18-25,44,Minimal KYC,2026-04-30
USR00497,Charvi Garg,Hyderabad,18-25,1314,Full KYC,2022-11-07
USR00498,Lipika Choudhary,Jaipur,46-60,353,Minimal KYC,2025-06-25
USR00499,Henry Din,Nagpur,60+,159,Full KYC,2026-01-05
USR00500,Sathvik Chacko,Kanpur,60+,656,Minimal KYC,2024-08-26
USR00501,Luke Oommen,Hyderabad,60+,1345,Minimal KYC,2022-10-07
USR00502,Kiaan Sathe,Kolkata,46-60,1336,Full KYC,2022-10-16
USR00503,Ayaan Sibal,Indore,46-60,40,Non-KYC,2026-05-04
USR00504,Ayaan Merchant,Pune,60+,901,Full KYC,2023-12-25
USR00505,Nakul Kunda,Kolkata,36-45,741,Full KYC,2024-06-02
USR00506,Chaman Trivedi,Nagpur,60+,375,Non-KYC,2025-06-03
USR00507,Ranbir Shroff,Mumbai,60+,425,Non-KYC,2025-04-14
USR00508,Raghav Kala,Lucknow,18-25,1669,Full KYC,2021-11-17
USR00509,Anjali Kumer,Kanpur,26-35,1014,Full KYC,2023-09-03
USR00510,Reyansh Bajaj,Surat,26-35,1669,Minimal KYC,2021-11-17
USR00511,Megha Chacko,Pune,18-25,1513,Full KYC,2022-04-22
USR00512,Ishaan Sen,Bangalore,26-35,1037,Minimal KYC,2023-08-11
USR00513,Onveer Upadhyay,Bangalore,60+,917,Full KYC,2023-12-09
USR00514,Damyanti Oak,Delhi,26-35,156,Full KYC,2026-01-08
USR00515,Upasna Batta,Mumbai,46-60,633,Full KYC,2024-09-18
USR00516,Chavvi Mall,Ahmedabad,60+,1043,Full KYC,2023-08-05
USR00517,Benjamin Lal,Ahmedabad,36-45,1515,Non-KYC,2022-04-20
USR00518,Sanaya Prashad,Mumbai,26-35,1779,Non-KYC,2021-07-30
USR00519,Rajata Kumar,Pune,36-45,1822,Full KYC,2021-06-17
USR00520,Dipta Murty,Lucknow,46-60,1458,Full KYC,2022-06-16
USR00521,Dayamai Master,Delhi,26-35,449,Full KYC,2025-03-21
USR00522,Rayaan Purohit,Indore,36-45,854,Full KYC,2024-02-10
USR00523,Amaira Savant,Kanpur,60+,596,Full KYC,2024-10-25
USR00524,Manan Doshi,Surat,26-35,690,Full KYC,2024-07-23
USR00525,Shaurya Shetty,Kolkata,18-25,1362,Full KYC,2022-09-20
USR00526,Manya Jhaveri,Jaipur,26-35,1489,Minimal KYC,2022-05-16
USR00527,Samesh Soman,Surat,26-35,1719,Full KYC,2021-09-28
USR00528,Rajeshri Bakshi,Indore,36-45,604,Full KYC,2024-10-17
USR00529,Urmi Mital,Bhopal,26-35,1655,Non-KYC,2021-12-01
USR00530,Reyansh Rai,Delhi,18-25,415,Full KYC,2025-04-24
USR00531,Ekta Hayer,Bangalore,36-45,504,Minimal KYC,2025-01-25
USR00532,Widisha Kumer,Nagpur,60+,1582,Full KYC,2022-02-12
USR00533,Reva Palla,Indore,36-45,984,Full KYC,2023-10-03
USR00534,Hamsini Behl,Ahmedabad,18-25,1232,Full KYC,2023-01-28
USR00535,Chatura Ramaswamy,Ahmedabad,36-45,54,Full KYC,2026-04-20
USR00536,Nachiket Acharya,Lucknow,46-60,739,Full KYC,2024-06-04
USR00537,Aachal Desai,Pune,60+,1214,Full KYC,2023-02-15
USR00538,Kala Chaudhuri,Jaipur,46-60,92,Full KYC,2026-03-13
USR00539,Wishi Chanda,Ahmedabad,18-25,695,Full KYC,2024-07-18
USR00540,Kavya Master,Nagpur,18-25,1522,Full KYC,2022-04-13
USR00541,Yashasvi Sabharwal,Indore,46-60,878,Non-KYC,2024-01-17
USR00542,Tanmayi Sekhon,Lucknow,36-45,718,Full KYC,2024-06-25
USR00543,Guneet Korpal,Nagpur,36-45,371,Full KYC,2025-06-07
USR00544,Eta Luthra,Mumbai,18-25,1754,Full KYC,2021-08-24
USR00545,Umang Rattan,Hyderabad,60+,356,Full KYC,2025-06-22
USR00546,Gopal Tata,Nagpur,18-25,1194,Full KYC,2023-03-07
USR00547,Shivansh Sethi,Kanpur,36-45,464,Full KYC,2025-03-06
USR00548,Gagan Mane,Nagpur,18-25,752,Full KYC,2024-05-22
USR00549,Udant Basu,Kanpur,26-35,699,Full KYC,2024-07-14
USR00550,Anita Dani,Ahmedabad,60+,458,Full KYC,2025-03-12
USR00551,Fariq Dani,Surat,46-60,1197,Full KYC,2023-03-04
USR00552,Advay Dua,Indore,36-45,47,Full KYC,2026-04-27
USR00553,Wriddhish Nigam,Bangalore,60+,1424,Full KYC,2022-07-20
USR00554,Bakhshi Pradhan,Kolkata,46-60,223,Full KYC,2025-11-02
USR00555,Ekapad Pandya,Delhi,46-60,1166,Full KYC,2023-04-04
USR00556,Sachi Narain,Chennai,46-60,1731,Minimal KYC,2021-09-16
USR00557,Yachana Dhaliwal,Chennai,36-45,1697,Full KYC,2021-10-20
USR00558,Champak Kohli,Surat,18-25,954,Full KYC,2023-11-02
USR00559,Yashodhara Padmanabhan,Bhopal,26-35,1696,Full KYC,2021-10-21
USR00560,Arin Bhatt,Chennai,46-60,1511,Minimal KYC,2022-04-24
USR00561,Chavvi Issac,Lucknow,46-60,191,Full KYC,2025-12-04
USR00562,Odika Bobal,Pune,46-60,116,Non-KYC,2026-02-17
USR00563,Urmi Som,Bhopal,60+,1231,Minimal KYC,2023-01-29
USR00564,Anita Sarkar,Mumbai,46-60,1061,Full KYC,2023-07-18
USR00565,Nidhi Kapoor,Delhi,36-45,788,Full KYC,2024-04-16
USR00566,Amol Kaur,Pune,36-45,472,Full KYC,2025-02-26
USR00567,Anamika Shan,Delhi,46-60,357,Full KYC,2025-06-21
USR00568,Chameli Yadav,Bhopal,60+,1292,Full KYC,2022-11-29
USR00569,Arunima Bhargava,Bhopal,18-25,1104,Minimal KYC,2023-06-05
USR00570,Nitara Prashad,Surat,60+,1036,Minimal KYC,2023-08-12
USR00571,Balveer Sule,Ahmedabad,46-60,125,Non-KYC,2026-02-08
USR00572,Rohan Gokhale,Mumbai,26-35,1341,Minimal KYC,2022-10-11
USR00573,Charita Srivastava,Jaipur,36-45,520,Non-KYC,2025-01-09
USR00574,Yoshita Kota,Nagpur,46-60,1553,Minimal KYC,2022-03-13
USR00575,Libni Kala,Surat,46-60,498,Full KYC,2025-01-31
USR00576,Fitan Majumdar,Kanpur,18-25,852,Minimal KYC,2024-02-12
USR00577,Upasna Soni,Hyderabad,36-45,36,Full KYC,2026-05-08
USR00578,Qasim Bera,Jaipur,26-35,1726,Full KYC,2021-09-21
USR00579,Kevin Bhalla,Indore,36-45,176,Full KYC,2025-12-19
USR00580,Sara Rege,Ahmedabad,46-60,944,Full KYC,2023-11-12
USR00581,Zaitra Prabhu,Delhi,18-25,729,Minimal KYC,2024-06-14
USR00582,Gaurika Balay,Surat,60+,844,Full KYC,2024-02-20
USR00583,Charita Parmer,Kanpur,26-35,1576,Full KYC,2022-02-18
USR00584,Baljiwan Roy,Lucknow,26-35,1439,Full KYC,2022-07-05
USR00585,Krishna Mannan,Pune,60+,1172,Full KYC,2023-03-29
USR00586,Triveni Gulati,Mumbai,60+,290,Full KYC,2025-08-27
USR00587,Qabil Muni,Kolkata,18-25,1309,Full KYC,2022-11-12
USR00588,Tripti Kant,Hyderabad,18-25,1279,Minimal KYC,2022-12-12
USR00589,Krisha Biswas,Ahmedabad,18-25,1553,Non-KYC,2022-03-13
USR00590,Arya Jha,Surat,26-35,1417,Full KYC,2022-07-27
USR00591,Logan Lall,Ahmedabad,36-45,743,Full KYC,2024-05-31
USR00592,Mohammed Bajaj,Jaipur,36-45,88,Minimal KYC,2026-03-17
USR00593,Fiyaz Bali,Kolkata,46-60,157,Full KYC,2026-01-07
USR00594,Max Gokhale,Ahmedabad,26-35,1168,Full KYC,2023-04-02
USR00595,Zansi Lad,Ahmedabad,60+,550,Full KYC,2024-12-10
USR00596,Akshay More,Bangalore,46-60,266,Full KYC,2025-09-20
USR00597,Logan Sankar,Hyderabad,60+,1254,Full KYC,2023-01-06
USR00598,Vinaya Vaidya,Jaipur,26-35,1288,Full KYC,2022-12-03
USR00599,Rayaan D’Alia,Bhopal,18-25,695,Full KYC,2024-07-18
USR00600,Jeremiah Hans,Pune,46-60,1162,Minimal KYC,2023-04-08
USR00601,Chasmum Raju,Chennai,60+,834,Full KYC,2024-03-01
USR00602,Isaac Sahni,Pune,18-25,1199,Full KYC,2023-03-02
USR00603,Nirja Naidu,Pune,36-45,71,Full KYC,2026-04-03
USR00604,Gabriel Upadhyay,Bhopal,60+,963,Full KYC,2023-10-24
USR00605,Rishi Madan,Nagpur,46-60,1730,Minimal KYC,2021-09-17
USR00606,Tanveer Khurana,Bhopal,26-35,1431,Minimal KYC,2022-07-13
USR00607,Triya Dhawan,Ahmedabad,60+,1682,Full KYC,2021-11-04
USR00608,Geetika Narayanan,Ahmedabad,36-45,56,Non-KYC,2026-04-18
USR00609,Harsh Luthra,Chennai,60+,675,Minimal KYC,2024-08-07
USR00610,Nitara Yadav,Kanpur,60+,639,Full KYC,2024-09-12
USR00611,Harrison Dhawan,Kolkata,46-60,850,Full KYC,2024-02-14
USR00612,Widisha Mallick,Indore,36-45,1738,Minimal KYC,2021-09-09
USR00613,Zehaan Parsa,Bhopal,26-35,1010,Full KYC,2023-09-07
USR00614,Advay Pau,Lucknow,26-35,663,Full KYC,2024-08-19
USR00615,Omisha Vig,Nagpur,46-60,159,Full KYC,2026-01-05
USR00616,Frado Seth,Hyderabad,46-60,1416,Full KYC,2022-07-28
USR00617,Ekaja Seth,Mumbai,36-45,722,Full KYC,2024-06-21
USR00618,Manya Solanki,Lucknow,46-60,823,Full KYC,2024-03-12
USR00619,Praneel Peri,Lucknow,46-60,1349,Full KYC,2022-10-03
USR00620,Azad Chandra,Kolkata,26-35,705,Minimal KYC,2024-07-08
USR00621,Oscar Mand,Ahmedabad,18-25,836,Full KYC,2024-02-28
USR00622,Anay Seshadri,Bangalore,60+,1363,Full KYC,2022-09-19
USR00623,Mekhala Kulkarni,Nagpur,36-45,652,Non-KYC,2024-08-30
USR00624,Manya Toor,Bhopal,18-25,435,Minimal KYC,2025-04-04
USR00625,Jalsa Mall,Bhopal,46-60,1342,Full KYC,2022-10-10
USR00626,Faqid Om,Delhi,60+,780,Full KYC,2024-04-24
USR00627,Advika Khalsa,Indore,46-60,1792,Minimal KYC,2021-07-17
USR00628,Anmol Wali,Mumbai,26-35,987,Non-KYC,2023-09-30
USR00629,Yachana Prashad,Kolkata,26-35,511,Full KYC,2025-01-18
USR00630,Yasti Sarna,Delhi,46-60,1503,Full KYC,2022-05-02
USR00631,Faris Bajwa,Kanpur,36-45,742,Full KYC,2024-06-01
USR00632,Chanchal Rai,Chennai,60+,1694,Full KYC,2021-10-23
USR00633,Advik Nayak,Lucknow,46-60,968,Full KYC,2023-10-19
USR00634,Balhaar Naik,Surat,18-25,54,Full KYC,2026-04-20
USR00635,Dev Bail,Bhopal,36-45,160,Full KYC,2026-01-04
USR00636,Quincy Tank,Bhopal,60+,137,Minimal KYC,2026-01-27
USR00637,Rudra Kari,Kolkata,36-45,1531,Full KYC,2022-04-04
USR00638,Atharv Basu,Surat,46-60,553,Full KYC,2024-12-07
USR00639,Yagnesh Gupta,Bhopal,60+,1097,Minimal KYC,2023-06-12
USR00640,Anirudh Sengupta,Mumbai,60+,846,Full KYC,2024-02-18
USR00641,Yauvani Bhatt,Delhi,26-35,359,Minimal KYC,2025-06-19
USR00642,Zinal Sinha,Surat,36-45,1550,Full KYC,2022-03-16
USR00643,Krish Badami,Hyderabad,18-25,1371,Non-KYC,2022-09-11
USR00644,Lekha Randhawa,Kolkata,18-25,368,Minimal KYC,2025-06-10
USR00645,Ekanta Iyer,Kanpur,18-25,690,Minimal KYC,2024-07-23
USR00646,Omkaar Borde,Ahmedabad,26-35,1538,Minimal KYC,2022-03-28
USR00647,Shivansh Balan,Lucknow,36-45,739,Non-KYC,2024-06-04
USR00648,Pahal Sinha,Indore,18-25,495,Full KYC,2025-02-03
USR00649,Upma Chand,Mumbai,36-45,1708,Minimal KYC,2021-10-09
USR00650,Vihaan Pal,Kanpur,18-25,518,Non-KYC,2025-01-11
USR00651,Neel Din,Pune,36-45,76,Full KYC,2026-03-29
USR00652,Kiaan Raval,Chennai,46-60,1069,Non-KYC,2023-07-10
USR00653,Aadi Dass,Bangalore,26-35,1010,Full KYC,2023-09-07
USR00654,Logan Sabharwal,Jaipur,46-60,420,Full KYC,2025-04-19
USR00655,Qushi Choudhry,Nagpur,26-35,658,Minimal KYC,2024-08-24
USR00656,Aachal Krish,Bangalore,26-35,912,Non-KYC,2023-12-14
USR00657,Zilmil Sarna,Delhi,60+,1551,Full KYC,2022-03-15
USR00658,Raksha Shah,Bhopal,46-60,1530,Full KYC,2022-04-05
USR00659,Dipta Bath,Nagpur,26-35,1019,Full KYC,2023-08-29
USR00660,Dominic Pall,Ahmedabad,60+,1024,Full KYC,2023-08-24
USR00661,Raghav Mammen,Bangalore,26-35,1543,Full KYC,2022-03-23
USR00662,Urvi Johal,Ahmedabad,36-45,1579,Full KYC,2022-02-15
USR00663,Alexander Chanda,Ahmedabad,36-45,1024,Full KYC,2023-08-24
USR00664,Darsh Vasa,Surat,18-25,1151,Minimal KYC,2023-04-19
USR00665,Rishi Ghose,Indore,46-60,1224,Full KYC,2023-02-05
USR00666,Chandresh Chaudhari,Indore,36-45,212,Full KYC,2025-11-13
USR00667,Theodore Mital,Surat,60+,68,Full KYC,2026-04-06
USR00668,Nathan Mammen,Bangalore,18-25,526,Full KYC,2025-01-03
USR00669,Eshana Bora,Ahmedabad,36-45,1011,Full KYC,2023-09-06
USR00670,Wriddhish Madan,Nagpur,36-45,751,Full KYC,2024-05-23
USR00671,Qarin Agrawal,Surat,46-60,522,Full KYC,2025-01-07
USR00672,Peter Sandal,Lucknow,36-45,923,Full KYC,2023-12-03
USR00673,Kevin Chacko,Ahmedabad,36-45,768,Minimal KYC,2024-05-06
USR00674,Amol Ganesh,Hyderabad,46-60,443,Full KYC,2025-03-27
USR00675,Dakshesh Bakshi,Bhopal,46-60,1194,Full KYC,2023-03-07
USR00676,Vanya Natarajan,Delhi,26-35,1661,Minimal KYC,2021-11-25
USR00677,Ira Kuruvilla,Kolkata,60+,1092,Full KYC,2023-06-17
USR00678,Ojas Grover,Chennai,60+,58,Minimal KYC,2026-04-16
USR00679,Aarnav Andra,Pune,36-45,506,Full KYC,2025-01-23
USR00680,Samar Sathe,Mumbai,46-60,777,Full KYC,2024-04-27
USR00681,Yauvani Gala,Pune,18-25,1493,Full KYC,2022-05-12
USR00682,Joshua Nath,Nagpur,18-25,406,Minimal KYC,2025-05-03
USR00683,Pranit Singh,Indore,60+,950,Full KYC,2023-11-06
USR00684,Nidra Din,Lucknow,46-60,369,Minimal KYC,2025-06-09
USR00685,Vamakshi Krish,Bhopal,36-45,1742,Full KYC,2021-09-05
USR00686,Chameli Jayaraman,Kanpur,26-35,1195,Full KYC,2023-03-06
USR00687,Unni Krish,Nagpur,36-45,353,Minimal KYC,2025-06-25
USR00688,Gaurika Yadav,Hyderabad,26-35,322,Full KYC,2025-07-26
USR00689,Akshay Ramaswamy,Nagpur,36-45,734,Non-KYC,2024-06-09
USR00690,Nathan Tara,Surat,26-35,614,Full KYC,2024-10-07
USR00691,Ladli Shankar,Surat,18-25,1397,Full KYC,2022-08-16
USR00692,Tanvi Banik,Indore,18-25,216,Non-KYC,2025-11-09
USR00693,Dalaja Wason,Pune,46-60,90,Full KYC,2026-03-15
USR00694,Gaurangi Basak,Mumbai,60+,1433,Full KYC,2022-07-11
USR00695,Daksha Gaba,Chennai,26-35,1493,Minimal KYC,2022-05-12
USR00696,Vincent Cheema,Delhi,36-45,1397,Full KYC,2022-08-16
USR00697,Omaja Varty,Chennai,46-60,255,Full KYC,2025-10-01
USR00698,Aayush Mahajan,Bangalore,26-35,593,Full KYC,2024-10-28
USR00699,Jai Gandhi,Bangalore,60+,1637,Non-KYC,2021-12-19
USR00700,Osha Upadhyay,Indore,36-45,1628,Full KYC,2021-12-28
USR00701,Rudra Raj,Jaipur,60+,1296,Full KYC,2022-11-25
USR00702,Vincent Chaudry,Indore,36-45,1383,Full KYC,2022-08-30
USR00703,Parth Kannan,Bhopal,26-35,854,Full KYC,2024-02-10
USR00704,Amol Hora,Pune,46-60,782,Non-KYC,2024-04-22
USR00705,Amruta Parmar,Kanpur,36-45,1570,Full KYC,2022-02-24
